episode_id,participant_id,n_errors,episode_correct,product,min,mean,logsum,isotonic_episode
bigP3BCI-data/StudyB/B_03/SE006/Test/CB/B_03_SE006_CB_Test08.edf#0000,StudyB:B_03,0,1,0.8206219629437278,0.9362267493356953,0.9362267493356953,-0.19769273483827324,0.876
bigP3BCI-data/StudyB/B_03/SE006/Test/CB/B_03_SE006_CB_Test09.edf#0000,StudyB:B_03,0,1,0.8206219629437278,0.9362267493356953,0.9362267493356953,-0.19769273483827324,0.876
bigP3BCI-data/StudyB/B_04/SE001/Test/CB/B_04_SE001_CB_Test06.edf#0000,StudyB:B_04,0,1,0.7033229920922257,0.8828125,0.8893546747967479,-0.35193904447463653,0.7894736842105263
bigP3BCI-data/StudyB/B_04/SE001/Test/CB/B_04_SE001_CB_Test07.edf#0000,StudyB:B_04,0,1,0.5344845052485335,0.6708860759493671,0.8187125334465369,-0.6264525381822597,0.5520833333333334
bigP3BCI-data/StudyB/B_04/SE001/Test/CB/B_04_SE001_CB_Test08.edf#0000,StudyB:B_04,0,1,0.7373568857031656,0.8828125,0.903594479761287,-0.3046832628827802,0.813953488372093
bigP3BCI-data/StudyB/B_04/SE001/Test/CB/B_04_SE001_CB_Test09.edf#0000,StudyB:B_04,0,1,0.5482452862238831,0.7619047619047619,0.8194854953475644,-0.6010324895799555,0.6666666666666666
bigP3BCI-data/StudyB/B_04/SE002/Test/CB/B_04_SE002_CB_Test06.edf#0000,StudyB:B_04,0,1,0.5024054725010912,0.6708860759493671,0.800658146006111,-0.6883477711703331,0.5520833333333334
bigP3BCI-data/StudyB/B_04/SE002/Test/CB/B_04_SE002_CB_Test07.edf#0000,StudyB:B_04,0,1,0.6880269050598145,0.8828125,0.8828125,-0.3739273356218298,0.7875
bigP3BCI-data/StudyB/B_04/SE002/Test/CB/B_04_SE002_CB_Test08.edf#0000,StudyB:B_04,0,1,0.4236665189125296,0.5185185185185186,0.7756209778040452,-0.8588086452117671,0.5520833333333334
bigP3BCI-data/StudyB/B_04/SE002/Test/CB/B_04_SE002_CB_Test09.edf#0000,StudyB:B_04,1,0,0.5953246448673278,0.7472527472527473,0.8441680905476637,-0.5186484006081032,0.7875
bigP3BCI-data/StudyB/B_04/SE003/Test/CB/B_04_SE003_CB_Test06.edf#0000,StudyB:B_04,0,1,0.8138651219863205,0.925531914893617,0.9336678710022749,-0.2059606245144978,0.8652037617554859
bigP3BCI-data/StudyB/B_04/SE003/Test/CB/B_04_SE003_CB_Test07.edf#0000,StudyB:B_04,0,1,0.7362224006423124,0.8482758620689655,0.9038478753397289,-0.3062230311131159,0.813953488372093
bigP3BCI-data/StudyB/B_04/SE003/Test/CB/B_04_SE003_CB_Test08.edf#0000,StudyB:B_04,0,1,0.8245966334625228,0.9377358490566038,0.9377358490566038,-0.1928609413486163,0.8652037617554859
bigP3BCI-data/StudyB/B_04/SE003/Test/CB/B_04_SE003_CB_Test09.edf#0000,StudyB:B_04,0,1,0.7730376839757532,0.9024390243902439,0.9178342847258261,-0.2574274812909238,0.813953488372093
bigP3BCI-data/StudyB/B_04/SE004/Test/CB/B_04_SE004_CB_Test06.edf#0000,StudyB:B_04,0,1,0.48295349970226814,0.7472527472527473,0.7858111237421582,-0.727834903872542,0.5520833333333334
